IBGE,NUMERO,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,LOGRADOURO,NUMERO_1,BAIRRO,CEP,LATITUDE,LONGITUDE
351840,542,SP,GUARATINGUETA,5626552,UBS OSWALDO CRUZ,PREFEITURA MUNICIPAL DE GUARATINGUETA,M,RUA MARCILIO DIAS,S/N,CENTRO,4067903,-7388749
354750,543,SP,SANTA RITA DO PASSA QUATRO,5630940,DANIELA MUSSOLINO SANTA RITA DO PASSA QUATRO,DANIELA MUSSOLINO,RUA ARTHUR DE CARVALHO,149,JARDIM ITALIA,13670000,40742188,-7391891
354640,544,SP,SANTA CRUZ DO RIO PARDO,5632749,CLINICA DE ORTOPEDIA E FRATURAS ALEXANDRE YONEDA,CLINICA DE ORTOPEDIA E FRATURAS ALEXANDRE YONEDA LTDA,M,RUA QUINTINO BOCAIUVA,500,CENTRO,40825134,-7395141
350400,545,SP,ASSIS,5634431,DRA LYLIANA,LYLIANA SAWAYA ABUD,RUA BENEDIDO SPINARD,1440,JARDIM EUROPA,19815110,40696033,-7398453
354340,546,SP,RIBEIRAO PRETO,5634946,CLINICA CASTRO E SILVA RIBEIRAO PRETO,CASTRO E SILVA S S,,M,RUA VISCONDE DE INHAUMA,1679,40816338,-7383697
354340,547,SP,RIBEIRAO PRETO,5634989,FISIOTERAPIA EDILAINE TONIOLI S S,FISIOTERAPIA EDILAINE TONIOLI S S,M,RUA QUINTINO BOCAIUVA,1106,VILA SEIXAS,40708042,-7393992
351340,548,SP,CRUZEIRO,5635063,COE CLINICA ORTODONTIA E ESTETICA,CLINICA ODONTOLOGICA TW LTDA,,M,R DR CELESTINO,297,4074045,-73844376
354340,549,SP,RIBEIRAO PRETO,5635330,RVE RETINA E VITREO ESPECIALIZADA,CLINICA DE RETINA E VITREO ESPECIALIZADA S S,,M,AV SUMARE,279,40821297,-73858116
355030,550,SP,SAO PAULO,5636469,AMA SE,PREFEITURA DO MUNICIPIO DE SAO PAULO,M,RUA FREDERICO ALVARENGA,303,SE,40666588,-7380809
353930,551,SP,PIRASSUNUNGA,5638089,EDGAR SAGGIORATTO PIRASSUNUNGA,EDGAR SAGGIORATTO PIRASSUNUNGA,AVENIDA NEWTON PRADO,3214,CENTRO,13631040,4074348,-73921486
355410,552,SP,TAUBATE,5638666,DENTAL CENTER TAUBATE,PAULA WANESSA DE BARROS SOARES PASSOS,AV JOSE ANTONIO DE BARROS,90,JARDIM SANTA CLARA,12080040,40832375,-7391568
352320,553,SP,ITARARE,5640865,BERNARDO THOMAS DE SOUZA,BERNARDO THOMAS DE SOUZA,RUA 15 DE NOVEMBRO,500,CENTRO,18460000,,
352320,554,SP,ITARARE,5640881,CARLOS RICARDO CAMARGO GARCIA,CARLOS RICARDO CAMARGO GARCIA,RUA 15 DE NOVEMBRO,500,CENTRO,18460000,40693516,-7386387
352230,555,SP,ITAPETININGA,3820513,CONS MEDICO JOSE ANTONIO CASTANHO DE ALMEIDA ITAPETININGA,JOSE ANTONIO CASTANHO DE ALMEIDA,RUA JOAO EVANGELISTA,119,CENTRO,18200250,40770348,-7399462
352230,556,SP,ITAPETININGA,3820564,CONSULTORIO MEDICO DAGOBERTO MAIA GASTRO ITAPETININGA,DAGOBERTO MAIA,RUA JOAO EVANGELISTA,227,CENTRO,18200250,,
352230,557,SP,ITAPETININGA,3820610,CONSULTORIO MEDICO PEDRO LUIZ OZI ITAPETININGA,PEDRO LUIZ OZI,RUA MAJOR FONSECA,85,CENTRO,18200022,4073058,-7400169
350600,558,SP,BAURU,3820629,LABORATORIO MEDICO INTEGRADO,GIAFFERI MEDICINA LABORATORIAL LTDA,,M,RUA 13 DE MAIO,1540,40674416,-7396695
352230,559,SP,ITAPETININGA,3820653,CONS MED JOSE WLADIMIR T PIRES CARDIOLOGIA ITAPETININGA,JOSE WLADIMIR TAMBELLI PIRES,RUA CORONEL FERNANDO PRESTES,363,CENTRO,18200230,4058584,-7393788
352230,560,SP,ITAPETININGA,3820688,CONS MED LILIAN MOLINA CYRINEU ENDOCRINO ITAPETININGA,LILIAN MOLINA CYRINEU,RUA JOAO EVANGELISTA,950,CENTRO,18200250,40692055,-73982544
352230,561,SP,ITAPETININGA,3820696,CONS MEDICO CARLOS ALBERTO MORETI DE OLIVEIRA ITAPETININGA,CARLOS ALBERTO MORETI DE OLIVEIRA,RUA FRANCISCO VALIO,561,CENTRO,18200320,4084492,-7390552
350160,562,SP,AMERICANA,3820718,HAROLDO TAKIGUTI,HAROLDO TAKIGUTI,AV PASCHOAL ARDITO,1353,VILA LOURDES,13465620,4068473,-7400102
352230,563,SP,ITAPETININGA,3820726,CONS MED ORLANDO FRANCISCO CARDOSO PEDIATRIA ITAPETININGA,ORLANDO FRANCISCO CARDOSO,RUA SILVIO DE MORAES,90,VILA MARIA,18200200,40705944,-7381202
352230,564,SP,ITAPETININGA,3820734,CONS MED SIMONE BATTAIOLA DOS SANTOS NEFRO ITAPETININGA,SIMONE BATTAIOLA DOS SANTOS,RUA WENCESLAU BRAZ,315,JARDIM MARABA,18213170,4067576,-7380154
352230,565,SP,ITAPETININGA,3820750,CONS MEDICO MARIO RUBENS VIEIRA DA SILVA ITAPETININGA,MARIO RUBENS VIEIRA DA SILVA,AV PADRE ANTONIO BRUNETTI,352,VILA RIO BRANCO,18208080,40767612,-73927826
352050,566,SP,INDAIATUBA,3795713,CONSULTORIO DR EDISON FUGINO,EDISON FUGINO,AVENIDA ARIO BARNABE,1294,JARDIM MORADA DO SOL,13346400,40823605,-73852264
353730,567,SP,PENAPOLIS,3796388,FRANCISCO ALBERTO AZANHA FALEIROS,FRANCISCO ALBERTO AZANHA FALEIROS,RUA ANCHIETA,477,CENTRO,16300053,40809563,-7392923
351340,568,SP,CRUZEIRO,3796930,PAULO YNADA,PAULO YNADA,R MAJOR NOVAES,659,CENTRO,12701330,40781662,-7383445
354880,569,SP,SAO CAETANO DO SUL,3797120,CONSULTORIO ODONTOLOGICO NADIA KATRIP ALMANSA,NADIA KATRIP ALMANSA,R PERNAMBUCO,408,CENTRO,9521140,40664658,-7390559
350270,570,SP,APIAI,3797287,CAPS ESPERANCA APIAI,PREFEITURA MUNICIPAL DE APIAI,M,RUA JONAS TEIXEIRA,375,SANTA BARBARA,4073707,-7398152
354850,571,SP,SANTOS,3797368,MARIA FATIMA MAKLOUF AMORIM RUIZ,MARIA FATIMA MAKLOUF AMORIM RUIZ,RUA CONSELHEIRO RIBAS,457,EMBARE,11040050,40674934,-7380186
354850,572,SP,SANTOS,3797384,CLINICA VIDA MASTOLOGIA E GINECOLOGIA,CLINICA VIDA MASTOLOGIA E GINECOLOGIA LTDA ME,,M,AVENIDA DONA ANA COSTA,296,40618023,-7400981
354340,573,SP,RIBEIRAO PRETO,3797813,MARCIA PAZELLI CARACCIO,MARCIA PAZELLI CARACCIO,RUA BERNARDINO DE CAMPOS,1001,CENTRO,14015130,4062194,-7396865
352690,574,SP,LIMEIRA,3797910,CSF NS DORES 2 LIMEIRA,MUNICIPIO DE LIMEIRA,M,AVENIDA VITORIO BORTOLAN,1080,NOSSA SENHORA DAS DO,40640583,-7391894
353390,575,SP,OLIMPIA,3797953,HEMATO LABORATORIOS DE ANALISES CLINICAS,HEMATO LABORATORIO DE ANALISES CLINICAS EIRELI ME,,M,RUA BENJAMIN CONSTANTT,1172,4084543,-7391399
354870,576,SP,SAO BERNARDO DO CAMPO,3798003,ABC CIRURGIA E MEDICINA ESTETICA,RRCO CIRURGIOES PLASTICOS ASSOCIADOS EIRELI,,M,RUA ARTHUR CORRADI,128,,
354870,577,SP,SAO BERNARDO DO CAMPO,3798011,CLINICA CAVASSANI,CLINICA CAVASSANI LTDA,,M,RUA JOSE PATRICIO,43,4072272,-73994156
354870,578,SP,SAO BERNARDO DO CAMPO,3798038,CLINICA PEYRO,CLINICA ODONTOLOGICA FRANCISCO PRADELLI PEYRO S S LTDA ME,,M,RUA CONTINENTAL,100,408466,-7390381
354870,579,SP,SAO BERNARDO DO CAMPO,3798062,DR LUIS ALBERTO CORAZZA,L A C SERVICOS MEDICOS S S LTDA,,M,MEDITERRANEO,290,40719975,-7394071
350760,580,SP,BRAGANCA PAULISTA,3798623,ORTOCLIN PRESTACAO DE SERVICOS MEDICOS S S EPP,ORTOCLIN PRESTACAO DE SERVICOS MEDICOS S S EPP,M,RUA SALVADOR MARKOWICZ,200,JD SANTA HELENA,4088919,-7383131
354000,581,SP,POMPEIA,3798747,CLINICA DE PEDIATRIA E FISIOTERAPIA,MARIANGELA ALVES SIMOES FANTONI,JOSE PEREIRA PINTO,66,FLANDRIA,17580000,4075595,-7399074
354000,582,SP,POMPEIA,3798771,CONSULTORIO DR ROGERIO JOAO DE FREITAS,ROGERIO JOAO DE FREITAS,RUA HUMBERTO POLIZIO,54,CENTRO,17580000,40609436,-7397514
354000,583,SP,POMPEIA,3798798,CLINICA DE PEDIATRI E FISIOTERAPIA,ALEXANDER FANTONI,JOSE PEREIRA PINTO,66,FLANDRIA,17580000,40617214,-7393717
351340,584,SP,CRUZEIRO,3799166,MARCOS PERRONI MONTEIRO MARTINS,MARCOS PERRONI MONTEIRO MARTINS,R JOAO NOVAES,194,CENTRO,12701270,40688477,-7398475
352720,585,SP,LORENA,3799212,CLINICA INSIGHT,MONICA MARIA COSTA MORAIS PEREIRA,AVENIDA OSWALDO ARANHA,1144,VILA ZELIA,12606000,40750244,-73920135
351340,586,SP,CRUZEIRO,3799247,LUCIENE GONCALVES DE TOLEDO LOURENCO OLIVEIRA,LUCIENE GONCALVES DE TOLEDO LOURENCO OLIVEIRA,AV MAJOR NOVAES,646,CENTRO,12701330,4076088,-7383275
354850,587,SP,SANTOS,3799794,ARNALDO ETZEL,ARNALDO ETZEL,AVENIDA CONSELHEIRO NEBIAS,635,BOQUEIRAO,11045002,40592876,-7375319
354850,588,SP,SANTOS,3800113,UNIDADE SANTISTA DE DIAGNOSTICO POR IMAGEM S S LTDA,UNIDADE SANTISTA DE DIAGNOSTICO POR IMAGEM S S LTDA,,M,AVENIDA CONSELHEIRO NEBIAS,521,4066709,-7376376
354880,589,SP,SAO CAETANO DO SUL,3800237,SRB CLINICA MEDICA LTDA,SRB CLINICA MEDICA LTDA,M,JOAQUIM NABUCO,316,SANTO ANTONIO,,
350950,590,SP,CAMPINAS,3800296,CETE,CETE CENTRO ESPECIALIZADO DE TERAPIA E ESTIMULACAO LTDA,,M,AV DR ALBERTO SARMENTO,917,40597855,-737821
354330,591,SP,RIBEIRAO PIRES,3800318,CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS,PREFEITURA MUNICIPAL DA ESTANCIA TURISTICA DE RIBEIRAO PIRES,M,RUA PRIMEIRO DE MAIO,108,JARDIM ITACOLOMI,4080545,-73965775
350030,592,SP,AGUAI,3801071,CARDIOMED AGUAI,EZEQUIEL SILVEIRA,RUA FRANCISCO GUILHERME,1320,JARDIM SANTA URSULA,13860000,4068954,-73971146
351060,593,SP,CARAPICUIBA,3801128,LABORAMED ANALISES CLINICAS,LABORAMED ANALISES CLINICAS S C LTDA,M,RUA MARIA HELENA,140,CENTRO,40679733,-73969765
354400,594,SP,RIO DAS PEDRAS,3801306,PAINCO INDUSTRIA E COMERCIO S A DE RIO DAS PEDRAS,PAINCO INDUSTRIA E COMERCIO S A,,M,AVENIDA JOSE AUGUSTO DA FONSECA,659,4061822,-739566
354400,595,SP,RIO DAS PEDRAS,3801330,JANAI CEZARIN DE RIO DAS PEDRAS,JANAI CEZARIN,RUA PRUDENTE DE MORAES,450,CENTRO,13390000,40595715,-7396508
355030,596,SP,SAO PAULO,3801365,CONS FONO BEATRICE,BEATRICE ZAJDENWERG,RUA BARTIRA,5009000,PERDIZES,5009000,4075182,-7393834
355030,597,SP,SAO PAULO,3801403,CONS MEDICO MARCIA MARIA DE SOUZA FERNANDES,MARCIA MARIA DE SOUZA FERNANDES,RUA ITAPURA,300,TATUAPE,3310000,40644253,-7393252
354990,598,SP,SAO JOSE DOS CAMPOS,3802612,SERGIO LUIZ RANZANI DA SILVA,SERGIO LUIZ RANZANI DA SILVA,R JORGE BARBOSA MOREIRA,91,VILA EMA,12243070,40693115,-7396926
354990,599,SP,SAO JOSE DOS CAMPOS,3802647,MED WORK,MED WORK ASSESSORIA E CONSULT EM MEDICINA OCUP LTDA,,M,RUA FRANCISCA MARIA DE JESUS,347,4067005,-7395392
355030,600,SP,SAO PAULO,3803279,CLINICA ESPEC PRO FIGADO,PRO FIGADO CLINICA E CIRURGICA DAS DOENCAS HEPATICAS SC LTD,,M,RUA MATO GROSSO,306,,
354980,601,SP,SAO JOSE DO RIO PRETO,3803333,CLINICA DE FRATURAS RIO PRETO,CLINICA DE FRATURAS RIO PRETO S S LTDA,,M,RUA ADIB BUCHALA,501,40617664,-73962814
355030,602,SP,SAO PAULO,3803392,CLINICA ODONTOLOGICA MENEZES E ANDRADE,CLINICA ODONTOLOGICA MENEZES E ANDRADE,,M,RUA DO ORATORIO,1606,4073272,-7394281
355030,603,SP,SAO PAULO,3803422,CLINICA ESPEC VICTOR STRASSMANN,VICTOR STRASSMANN,AVENIDA ALBERT EINSTEIN,627,MORUMBI,5652900,40844864,-7392256
355030,604,SP,SAO PAULO,3803430,CONS MEDICO SERGIO FLAVIO A FELIZOLA,SERGIO FLAVIO ALBUQUERQUE FELIZOLA,AV ALBERT EINSTEIN,627,MORUMBI,5652900,,
355030,605,SP,SAO PAULO,3803465,FALCI MEDICOS ASSOCIADOS,FALCI MEDICOS ASSOCIADOS SOCIEDADE SIMPLES,M,AMADEU AMARAL,47,BELA VISTA,4076051,-7382914
351550,606,SP,FERNANDOPOLIS,3803511,CONS MED ZIGOMAR DOMICIANO CURY FERNANDOPOLIS,ZIGOMAR DOMICIANO CURY,AV MILTON TERRA VERDI,791,CENTRO,15600022,4068305,-7384225
351550,607,SP,FERNANDOPOLIS,3803570,CENTRO ODONTOLOGICO FERNANDOPOLIS,KARINA GONZALEZ CAMARA FERNANDES,RUA RIO DE JANEIRO,2291,CENTRO,15600052,4050773,-74230064
355030,608,SP,SAO PAULO,3847675,CONS ODONTO ANA CLAUDIA STABELITO,ANA CLAUDIA STABELITO,RUA MERUIPE,7,VILA MARIANA,4012020,4069838,-7396076
355030,609,SP,SAO PAULO,3847713,CONS ODONTO ALEXANDRA WEN LEE SETO,ALEXANDRA WEN LEE SETO,RUA FRADIQUE COUTINHO,168,PINHEIROS,5416000,4077437,-73963554
355030,610,SP,SAO PAULO,3847721,CONS ODONTO ALICE FERNANDES MARCON PIRES,ALICE FERNANDES MARCON PIRES,RUA ONZE DE FEVEREIRO,117,JABAQUARA,4319020,40617382,-73943474
355030,611,SP,SAO PAULO,3847802,CONS MEDICO FERNANDO ANTONIO CRUZ,FERNANDO ANTONIO CRUZ,RUA ARCADIA,33,TATUAPE,3318110,40579803,-7410583
355030,612,SP,SAO PAULO,3847810,CLINICA IVETE DANIEL,CLINICA IVETE DANIEL SS LTDA,,M,RUA DO ORFANATO,760,40693134,-7396937
352590,613,SP,JUNDIAI,3848337,CLINICA MEDICA GOLD STANDARD,CLINICA MEDICA GOLD STANDARD LTDA EPP,,M,RUA RANGEL PESTANA,828,40663227,-7393159
353470,614,SP,OURINHOS,3841715,JADIR PEREIRA GRILO,JADIR PEREIRA GRILO CLINICA GERAL ORTOPEDIA TRAUMA NUTRICAO,RUA SENADOR SALGADO FILHO,88,VILA MORAES,19900230,40836555,-7394306
353470,615,SP,OURINHOS,3841758,SILVIA MARIA BURATTI CORREA,SILVIA M B CORREA ME,,M,RUA DOM PEDRO I,643,40597275,-73970566
353470,616,SP,OURINHOS,3841804,MARI LILIAN CRESPO WLASIUK,MARI LILIAN CRESPO WLASIUK,AV GASTAO VIDIGAL,280,VILA MORAES,19901010,40632294,-7396678
353470,617,SP,OURINHOS,3841863,ANA PAULA BARBISAN,ANA PAULA BARBISAN,RUA GOVERNADOR ARMANDO SALES,139,VILA MORAES,19900240,4057494,-7410527
352590,618,SP,JUNDIAI,3842177,CONSULTORIO MEDICO NELSON LOURENCO MAIA FILHO,NELSON LOURENCO MAIA FILHO,RUA DO RETIRO,424,VL VIRGINIA,13209000,4064027,-73916046
353470,619,SP,OURINHOS,3842215,KEF,CENTRO DE FONOAUDIOLOGIA E PSICOLOGIA KEF LTDA ME,,M,RUA ALVARO FERREIRA DE MORAES,51,4084018,-7392647
352930,620,SP,MATAO,3848493,CENTROMED ORTOPEDIA MATAO,CENTROMED ORTOPEDIA SS EPP,,M,RUA JOAO PESSOA,1705,40688457,-7398272
352930,621,SP,MATAO,3848515,CORPO CLINICA MEDICA MATAO,CORPO CLINICA MEDICA EIRELI,M,AFFONSO MACCAGNAN,931,CENTRO,40635166,-7398481
355060,622,SP,SAO ROQUE,3848523,CLAUDIA CRISTINA SILVA ALMEIDA LIMA ME,CLAUDIA CRISTINA SILVA ALMEIDA LIMA ME,,M,RUA SANTANA,142,40601734,-73935036
352930,623,SP,MATAO,3848558,CLINICA MEDICA FERREIRA OKASAWARA MATAO,AMREL MEDICA S S,,M,AVENIDA SETE DE SETEMBRO,587,4076779,-7399143
352930,624,SP,MATAO,3848566,CLINICA MEDICA CLIPEMA MATAO,CLIPEMA CLINICA PEDIATRICA DE MATAO S S LTDA,M,RUA SINHARINHA FROTA,1032,CENTRO,406436,-73909744
352930,625,SP,MATAO,3848574,OFTALMO CENTER MATAO,OFTALMO CENTER S S LTDA,M,AVENIDA PADRE NELSON,1048,NOVA MATAO,4061651,-7402666
355030,626,SP,SAO PAULO,3978206,ODONTOLOGIA OLIVEIRA ANDRADE,ODONTOLOGIA OLIVEIRA ANDRADE LTDA,,M,RUA PEDRO DE TOLEDO,108,40846443,-73826004
355030,627,SP,SAO PAULO,3978230,CONS MEDICO RUY BENEDICTO MENDES FILHO,RUY BENEDICTO MENDES FILHO,RUA SAO VICENTE DE PAULO,95,HIGIENOPOLIS,1229010,40748108,-73947365
355030,628,SP,SAO PAULO,3978281,CONS MEDICO CARLOS BOTELHO E KOGA,CARLOS BOTELHO E KOGA UROLOGISTAS ASSOCIADOS SS LTDA,,M,RUA ITAPEVA,490,407594,-7377293
355030,629,SP,SAO PAULO,3978303,CONS MEDICO RODRIGO SABATO ROMANO,RODRIGO SABATO ROMANO,RUA NESTOR DE BARROS,116,TATUAPE,3325050,40639923,-7390064
352590,630,SP,JUNDIAI,3978494,ACQUA CENTER TERAPIA,ACQUA TERAPIA JUNDIAI S S LTDA,,M,RUA MOISES ABAID,178,40712696,-73900604
351870,631,SP,GUARUJA,3978613,LITORAL CLINICA ENDOSCOPICA DIAGNOSTICA E TERAPEUTICA LTDA,LITORAL CLINICA ENDOSCOPICA DIAGNOSTICA E TERAPEUTICA LTDA,M,AV QUINTO BERTOLDI,40,VILA MAIA,40840202,-73835365
352590,632,SP,JUNDIAI,3978680,CONSULTORIO DE PSICOLOGIA KATHARINA ARISTEA BARROS BARBOSA,KATHARINA ARISTEA BARROS BARBOSA,RUA SILVA JARDIM,347,VL VIANELO,13207210,4081751,-7396069
353870,633,SP,PIRACICABA,3978699,ORION SERVICOS MEDICOS PIRACICABA,ORION PRESTACAO DE SERVICOS MEDICOS S C LTDA,,M,RUA JOSE FERRAZ DE CARVALHO,848,40816864,-73882744
353070,634,SP,MOGI GUACU,3978702,CLINICA MEDICA GINECOLOGICA,CLINICA MEDICA GINECOLOGICA S S,,M,RUA MARCOS VEDOVELLO,25,40691708,-7381129
355640,635,SP,VARGEM GRANDE DO SUL,3978788,CONSULTORIO MEDICO RENATA S DE ANDRADE VARGEM G DO SUL,RENATA SIQUEIRA DE ANDRADE,RUA FRANCISCO ZANQUETA,60,SAO LUIZ,13880000,4075045,-739873
355220,636,SP,SOROCABA,3978958,SES SP DEPARTAMENTO REGIONAL DE SAUDE 16 SOROCABA,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,E,AV COMENDADOR PEREIRA INACIO,105,JARDIM VERGUEIRO,40713303,-7373586
350010,637,SP,ADAMANTINA,3979121,CLINICA ODONTOLOGICA DRA SUZANA,SUZANA CRISTINA BIANCONI SGORLON,RUA OSVALDO CRUZ,226,CENTRO,17800000,40645348,-7401375
351880,638,SP,GUARULHOS,3979156,LABORPORT,LABORPORT MEDICINA DIAGNOSTICA LTDA,,M,RUA MIGUEL HACKMEY,52,40718956,-7398958
352590,639,SP,JUNDIAI,3979202,CLINICA ENDOGASTRO FINARDI,CLINICA ENDOGASTRO FINARDI S S LTDA,,M,RUA CAJURU,36,4081801,-7396149
353010,640,SP,MIRANDOPOLIS,3979334,CENTRO DE SAUDE DR YOSHITO KANZAWA,PREFEITURA MUNICIPAL DE MIRANDOPOLIS,M,AV DR RAUL DA CUNHA BUENO,628,CENTRO,40760254,-73967545
352590,641,SP,JUNDIAI,3979377,CLINICA ELLU,CLINICA MEDICA ELLU S S LTDA,,M,RUA MARIO BORIN,500,40851673,-73933846
355030,642,SP,SAO PAULO,3482820,CLINICA ORAL PRO ASSISTENCIA ODONTOLOGICA,ORAL PRO ASSISTENCIA ODONTOLOGICA S S,,M,RUA PEQUETITA,145,4077052,-7391978
355030,643,SP,SAO PAULO,3483002,CONS MEDICO CHRISTIANE AFFONSO DE DONATO PIAZZA,CHRISTIANE AFFONSO DE DONATO PIAZZA,AV MOEMA,170,SAO PAULO,4077020,40761272,-7395571
355030,644,SP,SAO PAULO,3483096,SAHA SERVICOS MEDICOS E HOSPITALARES,SAHA SERVICOS MEDICOS E HOSPITALARES LTDA,M,RUA MAESTRO CARDIM,407,BELA VISTA,40848938,-7393708
355030,645,SP,SAO PAULO,3483991,CLINICA DE CIRURGIA PLASTICA DR MATSUNAGA,CLINICA DE CIRURGIA PLASTICA DR MATSUNAGA S S,M,ITAPEVA,518,BELA VISTA,407136,-740091
354990,646,SP,SAO JOSE DOS CAMPOS,3485587,DENISE E MARIA GORETTI SERVICOS MEDICOS,DENISE E MARIA GORETTI SERVICOS MEDICOS LTDA,,M,PAULO SETUBAL,147,,
354990,647,SP,SAO JOSE DOS CAMPOS,3485617,LUIS OSCAR VALVERDE SERVICOS MEDICOS LTDA,LUIS OSCAR VALVERDE SERVICOS MEDICOS LTDA,,M,RUA ESPERANCA,282,40818233,-7395273
354850,648,SP,SANTOS,3486435,GUSTAVO ANTONIETTE,GUSTAVO ANTONIETTE,AVENIDA DONA ANA COSTA,151,GONZAGA,11060001,4077096,-7392143
354870,649,SP,SAO BERNARDO DO CAMPO,3487288,DPL ASSOCIADOS,DPL ASSOCIADOS LTDA,M,RUA JURUBATUBA,845,CENTRO,407118,-7394224
354870,650,SP,SAO BERNARDO DO CAMPO,3487296,ANTONIO BELLO E MARCELO BELLO CLINVASC,BELLOS CLINICA DE ANGIOLOGIA E CIRURGIA VASCULAR LTDA,,M,MEDITERRANEO,290,40636856,-73978355
350570,651,SP,BARUERI,3488233,SEGOM,SEGOM SERVICOS MEDICOS LTDA,,M,ALAMEDA MADEIRA,258,4066675,-73779945
355030,652,SP,SAO PAULO,3490157,CONS MEDICO ANDREZA ALICE FEITOSA RIBEIRO,ANDREZA ALICE FEITOSA RIBEIRO,RUA JOSE JANNARELLI,199,JD GUEDALA,5615000,40758316,-7391069
350190,653,SP,AMPARO,3493199,CENTRO DE TRATAMENTO DE CALCULOS URINARIOS DE AMPARO S S,CENTRO DE TRATAMENTO DE CALCULOS URINARIOS DE AMPARO S S,,M,AVN BERNARDINO DE CAMPOS,207,40812813,-7394181
352590,654,SP,JUNDIAI,3495752,CONSULTORIO ODONTOLOGICO MARIA ANGELICA CAMILO OKITOI,MARIA ANGELICA CAMILO OKITOI,RUA RANGEL PESTANA,828,CENTRO,13201000,40853477,-7382622
352390,655,SP,ITU,3500160,REGINA CELIA DURANTE FRANCISCO,REGINA CELIA DURANTE FRANCISCO,RUA SANTA RITA,1740,CENTRO,13300065,40655396,-7392977
354850,656,SP,SANTOS,3501167,NORMA SUELI DE CARVALHO CASTRO,NORMA SUELI DE CARVALHO CASTRO,AVENIDA DOUTOR BERNARDINO DE CAMPOS,562,JOSE MENINO,11070101,40881073,-73878494
355030,657,SP,SAO PAULO,3803619,CONS MEDICO C E P DERMATOLOGIA E ORTOPEDIA,C E P DERMATOLOGIA E ORTOPEDIA LTDA ME,,M,AV JABAQUARA,3060,,
355030,658,SP,SAO PAULO,3803627,CONS MEDICO PAULO BRESCIANI,PAULO ANDRE CALDAS BRESCIANI SS,RUA CONSELHEIRO BROTERO,1539,SANTA CECILIA,1232011,4087898,-73909035
355030,659,SP,SAO PAULO,3803643,CONS MEDICO IAROSLAVA CHOMEN SERV MEDICOS,IAROSLAVA CHOMEN SEERVICOS MEDICOS SS LTDA,M,RUA GUARARA,529,JARDIM PAULISTA,40638454,-7399931
355030,660,SP,SAO PAULO,3803678,CONS MEDICO ELAINE PAZIAN,ELAINE PAZIAN,AVENIDA ONZE DE JUNHO,126,VILA CLEMENTINO,4041000,40707462,-7400404
355030,661,SP,SAO PAULO,3803686,PROAR FISIOTERAPIA,PROAR FISIOTERAPIA HOSPITALAR LTDA,,M,RUA MADRE DE DEUS,1627,40590527,-74165474
355030,662,SP,SAO PAULO,3803864,CLINICA ESPEC HELIO SMOLENTZOU,HELIO SMOLENTZOV,RUA CONSELHEIRO BROTERO,1539,HIGIENOPOLIS,1232011,40715973,-7376228
354990,663,SP,SAO JOSE DOS CAMPOS,3803872,ORAL RAD RADIODIAGNOSTICO ODONTOLOGICO,ORAL RAD RADIODIAGNOSTICO ODONTOLOGICO S C LTDA,,M,RUA ESPERANCA,282,40695026,-7375643
355030,664,SP,SAO PAULO,3385655,ASSIMED MEDICINA ESPECIALIZADA,ASSISTENCIA MEDICA HAYASHI LTDA,M,RUA ITAPEVA,518,BELA VISTA,40815845,-7389544
354850,665,SP,SANTOS,3386503,VALTER MAKOTO NAKAGAWA,VALTER MAKOTO NAKAGAWA,AVENIDA CONSELHEIRO NEBIAS,731,BOQUEIRAO,11045003,4060754,-7399519
355030,666,SP,SAO PAULO,3918807,ALERGO OFTALMO,ALERGO OFTALMO LTDA,,M,R EZEQUIEL FREIRE,35,40747917,-739736
355030,667,SP,SAO PAULO,3918874,CONS MEDICO GUSTAVO NUNES WAKIM,GUSTAVO NUNES WAKIM,RUA MARTINICO PRADO,26,HIGIENOPOLIS,1224010,40714787,-7401345
355030,668,SP,SAO PAULO,3918882,CENTRO INTEGRADO DE TRATAMENTO ONCOLOGICO LTDA,CENTRO INTEGRADO DE TRATAMENTO ONCOLOGICO LTDA,M,RUA JOSE GETULIO,549,ACLIMACAO,407549,-739902
355030,669,SP,SAO PAULO,3918904,CONS MEDICO DEUCELIA MARIA BRITTO SILVERIO,DEUCELIA MARIA BRITTO SILVERIO,R CAMPEVAS,511,PERDIZES,5016010,40719025,-7398978
355030,670,SP,SAO PAULO,3918920,CONS MEDICO SILVIO MARTINELLI,SILVIO MARTINELLI,AV REBOUCAS,1104,JARDIM AMERICA,5402000,40729176,-7387898
355030,671,SP,SAO PAULO,3918939,CONS MEDICO EDSON ANTONIO PEREIRA,EDSON ANTONIO PEREIRA,R TEODORO SAMPAIO,352,PINHEIROS,5405000,40692688,-73839386
355030,672,SP,SAO PAULO,3919021,CEPERH CENTRO DE ENDOSCOPIA PELVICA E REP HUMANA S C,CEPERH CENTRO DE ENDOSCOPIA PELVICA E REP HUMANA S C,,M,MAESTRO CARDIM,407,4069835,-7392275
350950,673,SP,CAMPINAS,3919188,SILVANA MARIA PORTO,SILVANA MARIA PORTO,RUA AMELIA BUENO,314,TAQUARAL,13076050,40709747,-7382057
353440,674,SP,OSASCO,3919293,CLINICA GENEBRA,CLINICA GENEBRA S C LTDA,,M,PRACA PADROEIRA DO BRASIL,161,40592083,-7378571
